,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,total_claim_amount_range,income_group
4491,TG37225,California,4636.54647,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7.0,43,1.0,5,Personal Auto,Personal L3,Offer2,Agent,316.8,Two-Door Car,Medsize,A,January,250-500,Middle
4492,JB11283,California,12743.35175,No,Basic,Bachelor,2/21/11,Employed,M,99583,Rural,Divorced,64,35.0,85,0.0,2,Personal Auto,Personal L2,Offer3,Branch,99.674341,Four-Door Car,Large,A,February,0-250,Very High
4493,TG70775,California,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L3,Offer2,Agent,379.029102,Two-Door Car,Large,A,January,250-500,Very High
4494,NB18234,Nevada,5384.015304,No,Basic,College,2/11/11,Employed,F,30514,Rural,Single,72,3.0,87,2.0,6,Personal Auto,Personal L3,Offer1,Web,154.049617,Four-Door Car,Medsize,A,February,0-250,Middle
4495,WE80653,Oregon,6827.178202,No,Basic,Bachelor,2/3/11,Unemployed,F,0,Rural,Divorced,103,2.0,75,2.0,6,Personal Auto,Personal L3,Offer1,Agent,2.455033,SUV,Medsize,A,February,0-250,Low
4496,WQ18638,Oregon,5426.863953,No,Basic,High School or Below,2/25/11,Employed,M,23105,Suburban,Married,69,15.0,21,0.0,3,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Small,A,February,250-500,Low
4497,ZT31931,Oregon,10377.36842,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,95,1.0,69,0.0,2,Personal Auto,Personal L2,Offer2,Web,579.452318,Two-Door Car,Medsize,A,February,500-750,Low
4498,LD69905,Arizona,6431.736287,No,Extended,High School or Below,2/5/11,Medical Leave,M,21238,Suburban,Married,95,11.0,38,4.0,4,Personal Auto,Personal L2,Offer1,Call Center,456.0,Four-Door Car,Medsize,A,February,250-500,Low
4499,QF76244,Oregon,2915.649943,No,Basic,Doctor,1/2/11,Employed,F,83218,Urban,Married,72,6.0,42,0.0,1,Personal Auto,Personal L3,Offer4,Agent,245.103885,Four-Door Car,Medsize,A,January,0-250,Very High
4500,UP97629,California,3457.154249,No,Extended,College,1/6/11,Unemployed,F,0,Urban,Married,91,13.0,89,0.0,1,Personal Auto,Personal L3,Offer3,Web,245.673365,Four-Door Car,Medsize,A,January,0-250,Low
4501,FP10040,Oregon,8598.185237,No,Basic,High School or Below,1/23/11,Employed,M,38113,Urban,Married,73,4.0,34,0.0,2,Personal Auto,Personal L1,Offer3,Agent,203.640251,Four-Door Car,Large,A,January,0-250,Middle
4502,AV72430,Oregon,16531.70376,No,Premium,Master,2/8/11,Employed,M,75526,Suburban,Married,103,26.0,68,1.0,2,Personal Auto,Personal L3,Offer3,Branch,494.4,Four-Door Car,Small,A,February,250-500,Very High
4503,US63915,Arizona,6218.662593,No,Premium,High School or Below,2/4/11,Employed,M,51944,Suburban,Married,156,12.0,96,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,748.8,Sports Car,Medsize,A,February,500-750,High
4504,AR40217,Oregon,19079.09518,No,Basic,High School or Below,2/19/11,Employed,F,42754,Urban,Divorced,65,5.0,56,4.0,2,Personal Auto,Personal L3,Offer3,Agent,279.715067,Two-Door Car,Medsize,A,February,250-500,Middle
4505,TY27229,no data,9114.276632,No,Premium,Bachelor,2/24/11,Employed,M,85942,Rural,Married,116,16.0,36,2.0,5,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize,A,February,0-250,Very High
4506,GG70928,California,5004.583872,No,Basic,Master,2/14/11,Employed,F,33566,Urban,Married,63,25.0,56,1.0,4,Personal Auto,Personal L3,Offer1,Call Center,205.043307,Four-Door Car,Medsize,A,February,0-250,Middle
4507,OT94107,Oregon,3176.865609,No,Extended,Bachelor,2/14/11,Employed,F,35551,Suburban,Single,81,33.0,52,1.0,1,Personal Auto,Personal L2,Offer2,Branch,565.108501,Four-Door Car,Small,A,February,500-750,Middle
4508,ED29955,California,5284.041003,No,Basic,Bachelor,1/15/11,Employed,M,61542,Suburban,Married,67,33.0,83,0.0,6,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A,January,250-500,High
4509,NQ18750,Oregon,29577.28414,No,Premium,College,2/16/11,Unemployed,M,0,Suburban,Single,106,34.0,13,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,763.2,Two-Door Car,Small,A,February,750-1000,Low
4510,SS48498,Washington,6273.173441,No,Extended,College,1/5/11,Employed,F,20836,Rural,Married,79,25.0,2,0.0,9,Corporate Auto,Corporate L3,Offer1,Branch,193.57032,Four-Door Car,Medsize,A,January,0-250,Low
4511,HW42900,California,11003.01645,No,Extended,College,1/29/11,Employed,M,22926,Suburban,Married,93,1.0,99,0.0,2,Corporate Auto,Corporate L1,Offer1,Web,479.934846,Four-Door Car,Small,A,January,250-500,Low
4512,NP19156,Arizona,4624.557568,No,Basic,Master,1/1/11,Employed,F,28264,Urban,Divorced,61,22.0,12,4.0,6,Corporate Auto,Corporate L2,Offer1,Agent,167.889924,Four-Door Car,Medsize,A,January,0-250,Middle
4513,EY71439,California,7131.731291,No,Basic,High School or Below,1/10/11,Unemployed,M,0,Suburban,Single,103,29.0,58,0.0,3,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small,A,January,500-750,Low
4514,HF88410,Washington,7703.397294,No,Basic,High School or Below,2/28/11,Employed,M,36765,Suburban,Married,66,15.0,32,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,320.849072,Four-Door Car,Medsize,A,February,250-500,Middle
4515,OZ30867,Oregon,8409.067687,No,Basic,High School or Below,2/23/11,Employed,F,33397,Suburban,Married,106,31.0,15,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,508.8,SUV,Medsize,A,February,500-750,Middle
4516,KC11055,Nevada,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4.0,29,2.0,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize,A,January,>1000,Middle
4517,OG84541,Arizona,12780.276,No,Basic,Master,2/24/11,Employed,F,33514,Urban,Married,105,33.0,2,0.0,2,Personal Auto,Personal L2,Offer1,Branch,265.215014,Sports Car,Medsize,A,February,250-500,Middle
4518,XB30904,Arizona,5876.373894,No,Basic,High School or Below,2/9/11,Employed,M,97026,Rural,Married,73,30.0,66,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize,A,February,0-250,Very High
4519,MY80583,Oregon,23981.54344,No,Basic,Bachelor,1/5/11,Employed,F,84365,Suburban,Married,66,14.0,42,0.0,2,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Small,A,January,250-500,Very High
4520,OL28902,California,5999.380228,No,Premium,College,1/4/11,Disabled,M,26303,Suburban,Divorced,165,16.0,47,0.0,1,Personal Auto,Personal L3,Offer4,Agent,956.589903,SUV,Small,A,January,750-1000,Middle
4521,LO67195,Arizona,7444.814633,No,Extended,College,1/28/11,Employed,F,56047,Rural,Married,92,26.0,29,0.0,5,Corporate Auto,Corporate L2,Offer1,Agent,82.733588,Four-Door Car,Large,A,January,0-250,High
4522,VB57504,California,2560.691306,No,Basic,High School or Below,1/5/11,Employed,M,30027,Suburban,Married,65,13.0,10,0.0,1,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,A,January,250-500,Middle
4523,CB95310,Arizona,2747.429661,No,Basic,Doctor,1/12/11,Employed,F,83502,Suburban,Married,68,25.0,36,0.0,1,Personal Auto,Personal L3,Offer2,Branch,368.963633,Four-Door Car,Medsize,A,January,250-500,Very High
4524,WJ47053,Oregon,6418.849149,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Single,63,30.0,34,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,556.85728,Two-Door Car,Medsize,A,January,500-750,Low
4525,GB68813,Nevada,8502.237137,No,Premium,Bachelor,2/8/11,Medical Leave,F,12843,Suburban,Single,111,6.0,47,0.0,3,Corporate Auto,Corporate L2,Offer2,Branch,1143.494486,Four-Door Car,Small,A,February,>1000,Low
4526,CN23147,Oregon,13057.17071,No,Premium,Bachelor,2/27/11,Employed,M,48804,Suburban,Married,112,1.0,4,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,A,February,500-750,Middle
4527,GN64199,Oregon,2652.289648,No,Basic,Doctor,2/2/11,Unemployed,F,0,Suburban,Single,73,2.0,35,0.0,1,Personal Auto,Personal L2,Offer1,Branch,490.690995,Four-Door Car,Medsize,A,February,250-500,Low
4528,YG46815,Arizona,9220.013197,No,Extended,High School or Below,2/8/11,Unemployed,M,0,Suburban,Single,136,13.0,28,0.0,4,Personal Auto,Personal L3,Offer1,Agent,979.2,SUV,Medsize,A,February,750-1000,Low
4529,WL72919,California,4974.8733,No,Basic,College,1/8/11,Employed,F,48139,Suburban,Single,63,9.0,41,0.0,9,Personal Auto,Personal L1,Offer3,Call Center,329.494,Four-Door Car,Medsize,A,January,250-500,Middle
4530,GL69461,Oregon,2628.468543,No,Basic,College,2/16/11,Employed,F,99961,Suburban,Married,66,6.0,54,2.0,1,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,A,February,250-500,Very High
4531,II49996,Arizona,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small,A,February,250-500,High
4532,SK93727,Washington,9470.273932,No,Premium,High School or Below,2/5/11,Employed,F,36121,Suburban,Married,118,7.0,91,0.0,4,Personal Auto,Personal L3,Offer3,Call Center,1107.145019,Four-Door Car,Small,A,February,>1000,Middle
4533,MT78037,California,2748.933734,No,Basic,High School or Below,2/3/11,Employed,M,55964,Suburban,Divorced,69,20.0,0,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A,February,250-500,High
4534,GV76798,California,4781.821034,No,Premium,Master,1/24/11,Employed,F,30361,Urban,Married,119,28.0,48,1.0,1,Personal Auto,Personal L2,Offer2,Branch,373.289571,Four-Door Car,Medsize,A,January,250-500,Middle
4535,DG34434,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,A,January,250-500,Middle
4536,EN27946,California,8391.133455,No,Premium,High School or Below,2/17/11,Employed,M,40211,Suburban,Married,106,5.0,98,2.0,6,Personal Auto,Personal L2,Offer1,Call Center,710.740743,Two-Door Car,Small,A,February,500-750,Middle
4537,LZ81665,Washington,9655.442955,No,Basic,High School or Below,1/8/11,Unemployed,M,0,Suburban,Single,100,30.0,4,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,720.0,SUV,Medsize,A,January,500-750,Low
4538,IN17648,Nevada,5123.768112,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,74,1.0,62,0.0,7,Personal Auto,Personal L1,Offer1,Agent,772.798511,Two-Door Car,Medsize,A,February,750-1000,Low
4539,HX17929,California,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,A,February,500-750,Low
4540,XK39439,California,4759.664624,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,81,10.0,80,3.0,3,Personal Auto,Personal L3,Offer1,Agent,388.8,Four-Door Car,Medsize,A,January,250-500,Low
4541,MY89889,Nevada,5039.389325,No,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,74,3.0,10,0.0,4,Personal Auto,Personal L3,Offer3,Call Center,355.2,Four-Door Car,Large,A,January,250-500,Low
4542,QX42433,California,7390.903278,No,Extended,College,2/24/11,Employed,M,30449,Suburban,Married,92,23.0,47,0.0,3,Personal Auto,Personal L3,Offer1,Agent,501.092992,Four-Door Car,Medsize,A,February,500-750,Middle
4543,WP60679,Oregon,8940.579278,No,Basic,Bachelor,1/6/11,Employed,M,95351,Urban,Married,111,31.0,74,0.0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,Medsize,A,January,250-500,Very High
4544,KM52241,Arizona,8430.059143,No,Basic,High School or Below,2/4/11,Unemployed,F,0,Rural,Married,74,20.0,3,0.0,2,Personal Auto,Personal L1,Offer1,Branch,47.502366,Four-Door Car,Medsize,A,February,0-250,Low
4545,XP92021,Oregon,13295.60284,No,Basic,High School or Below,2/27/11,Employed,F,68009,Suburban,Divorced,110,1.0,2,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,528.0,SUV,Medsize,A,February,500-750,High
4546,EY19523,Washington,2333.609334,No,Basic,Bachelor,2/2/11,Disabled,M,25772,Suburban,Divorced,64,13.0,52,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Large,A,February,250-500,Middle
4547,LI60972,Arizona,5017.610845,No,Basic,College,2/23/11,Employed,F,91804,Suburban,Married,62,18.0,32,0.0,9,Special Auto,Special L3,Offer2,Agent,388.80286,Four-Door Car,Large,A,February,250-500,Very High
4548,BC53363,no data,35227.29912,No,Premium,High School or Below,2/8/11,Employed,F,23031,Suburban,Married,148,26.0,76,0.0,2,Special Auto,Special L3,Offer4,Web,710.4,SUV,Medsize,A,February,500-750,Low
4549,JI11950,California,4899.231772,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,63,21.0,78,0.0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize,A,February,250-500,Low
4550,EZ51276,Arizona,7121.080412,No,Extended,College,1/18/11,Unemployed,F,0,Suburban,Married,96,28.0,62,0.0,4,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,A,January,250-500,Low
4551,IP77666,Nevada,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,A,February,500-750,High
4552,HP55391,Oregon,5426.136238,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Married,71,33.0,83,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,407.99684,Four-Door Car,Medsize,A,January,250-500,Low
4553,XP81320,Oregon,2521.161048,No,Basic,College,1/27/11,Medical Leave,F,19637,Suburban,Married,67,34.0,30,0.0,1,Personal Auto,Personal L3,Offer1,Branch,333.138214,Four-Door Car,Medsize,A,January,250-500,Low
4554,SG20925,Washington,5185.797582,No,Basic,Master,1/23/11,Employed,F,99428,Rural,Married,64,16.0,25,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,48.046869,Four-Door Car,Medsize,A,January,0-250,Very High
4555,WE23159,Oregon,9415.901707,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,133,4.0,58,0.0,3,Special Auto,Special L2,Offer2,Agent,1361.993232,Sports Car,Small,A,February,>1000,Low
4556,VH35998,California,9566.839884,No,Extended,Doctor,1/17/11,Employed,M,53375,Rural,Married,79,20.0,92,0.0,2,Personal Auto,Personal L1,Offer4,Agent,127.322656,Four-Door Car,Medsize,A,January,0-250,High
4557,ZS35053,Arizona,3719.247732,No,Extended,High School or Below,1/7/11,Employed,M,40968,Suburban,Divorced,97,29.0,53,1.0,1,Personal Auto,Personal L3,Offer1,Agent,465.6,Four-Door Car,Large,A,January,250-500,Middle
4558,ZT63368,no data,2618.80573,No,Basic,College,2/20/11,Unemployed,M,0,Suburban,Single,74,2.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,470.956628,Four-Door Car,Medsize,A,February,250-500,Low
4559,EX72956,California,5095.365993,No,Basic,Bachelor,1/27/11,Employed,F,69461,Rural,Single,64,7.0,61,0.0,6,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large,A,January,0-250,High
4560,ZE59592,Oregon,5470.181751,No,Basic,College,1/6/11,Employed,M,24910,Suburban,Married,69,12.0,79,0.0,3,Personal Auto,Personal L1,Offer3,Agent,746.107437,Two-Door Car,Medsize,A,January,500-750,Low
4561,CO71312,Arizona,11469.62991,No,Premium,High School or Below,1/6/11,Disabled,F,10384,Suburban,Married,151,5.0,72,0.0,5,Personal Auto,Personal L2,Offer1,Agent,914.434097,SUV,Medsize,A,January,750-1000,Low
4562,BY88757,California,5182.462266,No,Extended,Master,2/3/11,Unemployed,M,0,Suburban,Married,135,2.0,41,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,939.528475,SUV,Large,A,February,750-1000,Low
4563,UX71974,California,20314.44095,No,Basic,College,1/4/11,Employed,M,42218,Rural,Divorced,180,15.0,38,3.0,2,Personal Auto,Personal L3,Offer1,Call Center,212.130344,Luxury Car,Small,A,January,0-250,Middle
4564,FX36546,Washington,3679.142115,No,Extended,Master,1/17/11,Employed,M,60804,Rural,Married,92,16.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,213.225001,Four-Door Car,Medsize,A,January,0-250,High
4565,HR10835,no data,14566.09246,No,Extended,High School or Below,2/11/11,Employed,M,52564,Rural,Married,122,33.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,42.131925,SUV,Medsize,A,February,0-250,High
4566,NG34818,California,6282.079645,No,Extended,Bachelor,1/11/11,Employed,M,42314,Rural,Married,80,23.0,78,0.0,3,Personal Auto,Personal L3,Offer3,Web,56.39419,Four-Door Car,Small,A,January,0-250,Middle
4567,BM30720,Nevada,7341.794924,No,Basic,High School or Below,2/3/11,Employed,F,27649,Suburban,Single,63,3.0,63,0.0,2,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Small,A,February,250-500,Middle
4568,IV74747,California,17530.03658,No,Extended,Doctor,1/12/11,Unemployed,M,0,Suburban,Divorced,97,27.0,96,0.0,2,Corporate Auto,Corporate L2,Offer4,Web,469.229028,Four-Door Car,Medsize,A,January,250-500,Low
4569,ZS22428,no data,4916.577034,No,Basic,Bachelor,2/14/11,Employed,F,21907,Rural,Married,62,6.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Agent,2.96438,Four-Door Car,Medsize,A,February,0-250,Low
4570,UM44109,Oregon,7908.452072,No,Basic,College,1/24/11,Employed,M,94303,Rural,Married,65,16.0,9,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,149.688222,Four-Door Car,Medsize,A,January,0-250,Very High
4571,QV66305,Washington,8414.080425,No,Basic,Master,2/7/11,Employed,F,59828,Suburban,Married,104,25.0,49,0.0,8,Personal Auto,Personal L1,Offer1,Call Center,499.2,SUV,Large,A,February,250-500,High
4572,VH45074,California,2288.763508,No,Basic,College,1/31/11,Unemployed,M,0,Suburban,Divorced,63,11.0,30,0.0,1,Personal Auto,Personal L3,Offer2,Web,344.288189,Four-Door Car,Large,A,January,250-500,Low
4573,LP15901,Nevada,6671.766636,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,183,5.0,81,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1317.6,Luxury SUV,Small,A,January,>1000,Low
4574,HR10835,Nevada,14566.09246,No,Extended,High School or Below,2/11/11,Employed,M,52564,Rural,Married,122,33.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,42.131925,SUV,Medsize,A,February,0-250,High
4575,QZ17137,Arizona,3330.672761,No,Extended,High School or Below,2/5/11,Employed,F,45944,Rural,Married,83,20.0,4,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,182.948495,Two-Door Car,Medsize,A,February,0-250,Middle
4576,RB34917,Arizona,5162.116944,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,73,21.0,87,0.0,4,Personal Auto,Personal L2,Offer2,Branch,809.532341,Four-Door Car,Small,A,January,750-1000,Low
4577,QM74621,Oregon,5272.319663,No,Extended,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,80,9.0,69,0.0,7,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,A,January,500-750,Low
4578,WC83553,Oregon,4874.216555,No,Basic,College,2/9/11,Employed,M,92783,Rural,Married,61,1.0,47,0.0,6,Personal Auto,Personal L1,Offer2,Agent,6.671268,Two-Door Car,Medsize,A,February,0-250,Very High
4579,IJ18945,Washington,3094.320237,No,Extended,College,1/4/11,Employed,F,20954,Suburban,Married,78,15.0,27,0.0,1,Special Auto,Special L1,Offer2,Agent,534.501024,Four-Door Car,Medsize,A,January,500-750,Low
4580,KT46283,California,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Medsize,A,February,500-750,High
4581,LC60153,California,12341.83389,No,Basic,Bachelor,1/13/11,Employed,M,72503,Urban,Single,106,29.0,99,0.0,2,Personal Auto,Personal L2,Offer3,Agent,295.821353,SUV,Large,A,January,250-500,High
4582,IH54239,California,5089.694325,No,Basic,Master,2/1/11,Employed,M,62474,Rural,Married,63,20.0,63,0.0,5,Personal Auto,Personal L3,Offer2,Branch,112.120881,Four-Door Car,Medsize,A,February,0-250,High
4583,DR77989,California,4785.909313,No,Basic,College,1/25/11,Unemployed,M,0,Urban,Divorced,68,16.0,12,0.0,7,Personal Auto,Personal L1,Offer1,Call Center,199.23876,Four-Door Car,Medsize,A,January,0-250,Low
4584,FB25242,Oregon,5686.915259,No,Basic,College,1/15/11,Employed,M,63143,Suburban,Married,71,31.0,85,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,340.8,Four-Door Car,Medsize,A,January,250-500,High
4585,XU43725,California,14070.63897,No,Extended,College,1/16/11,Unemployed,F,0,Suburban,Single,127,0.0,71,0.0,2,Corporate Auto,Corporate L2,Offer1,Web,677.868206,SUV,Medsize,A,January,500-750,Low
4586,MN53151,Oregon,27937.75093,No,Basic,College,2/5/11,Retired,M,13624,Suburban,Divorced,117,4.0,11,0.0,2,Personal Auto,Personal L1,Offer4,Agent,561.6,Sports Car,Medsize,A,February,500-750,Low
4587,DA26490,California,4920.492369,No,Basic,Bachelor,2/13/11,Employed,M,21366,Suburban,Married,63,20.0,47,0.0,3,Personal Auto,Personal L2,Offer4,Branch,302.4,Two-Door Car,Small,A,February,250-500,Low
4588,IC70693,California,16068.34838,No,Basic,Bachelor,1/23/11,Employed,F,70140,Suburban,Married,199,25.0,15,0.0,7,Corporate Auto,Corporate L3,Offer2,Web,955.2,Luxury Car,Medsize,A,January,750-1000,High
4589,KH59823,California,5489.214062,No,Extended,College,1/10/11,Employed,M,50943,Suburban,Divorced,139,18.0,14,0.0,1,Special Auto,Special L2,Offer1,Branch,667.2,SUV,Medsize,A,January,500-750,High
4590,JP35025,California,5714.165863,No,Basic,Master,2/23/11,Disabled,F,23726,Suburban,Divorced,74,1.0,83,0.0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,Four-Door Car,Small,A,February,250-500,Low
4591,FD21881,Oregon,3011.766294,No,Extended,College,2/14/11,Employed,M,77912,Suburban,Divorced,76,5.0,40,0.0,1,Personal Auto,Personal L3,Offer4,Agent,444.027215,Two-Door Car,Small,A,February,250-500,Very High
4592,OH80943,California,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,A,February,250-500,Low
4593,RD47708,Oregon,3978.665051,No,Extended,College,2/4/11,Employed,M,39101,Rural,Married,99,34.0,24,0.0,1,Personal Auto,Personal L3,Offer3,Branch,167.174678,Four-Door Car,Medsize,A,February,0-250,Middle
4594,BF45697,California,5670.132321,No,Basic,College,1/14/11,Employed,M,83086,Urban,Married,71,1.0,43,3.0,3,Personal Auto,Personal L3,Offer3,Agent,320.486645,Four-Door Car,Medsize,A,January,250-500,Very High
4595,UY95530,California,8658.863813,Yes,Basic,College,2/7/11,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Personal Auto,Personal L2,Offer2,Agent,400.181882,Sports Car,Medsize,A,February,250-500,High
4596,ZZ44902,Arizona,12692.67092,No,Premium,High School or Below,1/25/11,Employed,M,40117,Suburban,Married,108,6.0,55,0.0,2,Personal Auto,Personal L1,Offer3,Agent,750.082794,Two-Door Car,Small,A,January,750-1000,Middle
4597,HG32616,Nevada,5295.741716,No,Extended,High School or Below,2/25/11,Employed,M,50200,Urban,Divorced,135,23.0,98,0.0,1,Personal Auto,Personal L3,Offer1,Agent,637.063458,Sports Car,Medsize,A,February,500-750,High
4598,IL19217,California,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L2,Offer2,Agent,882.871945,Four-Door Car,Small,A,January,750-1000,High
4599,KO73340,Oregon,2640.316068,No,Basic,College,1/2/11,Employed,M,77299,Rural,Married,66,11.0,71,0.0,1,Personal Auto,Personal L1,Offer2,Branch,151.872106,Four-Door Car,Medsize,A,January,0-250,Very High
4600,UI19516,California,16909.92767,No,Extended,College,2/22/11,Employed,M,65620,Urban,Divorced,213,16.0,0,0.0,4,Corporate Auto,Corporate L2,Offer3,Agent,766.322388,Luxury Car,Medsize,A,February,750-1000,High
4601,AZ50087,California,6807.271588,No,Extended,Bachelor,2/21/11,Employed,M,32787,Suburban,Married,86,3.0,86,0.0,7,Personal Auto,Personal L2,Offer2,Branch,568.58486,Two-Door Car,Large,A,February,500-750,Middle
4602,FG16766,California,6837.932624,No,Premium,Bachelor,1/24/11,Employed,F,51859,Suburban,Married,171,0.0,21,0.0,1,Personal Auto,Personal L2,Offer4,Branch,1003.160633,SUV,Medsize,A,January,>1000,High
4603,BI76326,California,12275.34309,No,Premium,College,1/8/11,Employed,F,52135,Urban,Single,156,6.0,86,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,430.505942,SUV,Small,A,January,250-500,High
4604,MT91823,Arizona,13438.04189,No,Basic,College,1/21/11,Employed,F,69693,Suburban,Married,112,34.0,62,1.0,2,Special Auto,Special L2,Offer1,Branch,537.6,Sports Car,Small,A,January,500-750,High
4605,DJ87316,Oregon,10209.9339,No,Extended,High School or Below,1/24/11,Employed,M,43736,Suburban,Married,128,0.0,88,0.0,3,Personal Auto,Personal L1,Offer1,Branch,614.4,SUV,Medsize,A,January,500-750,Middle
4606,QH56750,Arizona,20700.8645,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,64,9.0,17,0.0,2,Personal Auto,Personal L1,Offer2,Agent,460.8,Four-Door Car,Medsize,A,February,250-500,Low
4607,DQ31994,Nevada,8663.497618,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Single,83,18.0,90,1.0,2,Corporate Auto,Corporate L2,Offer2,Agent,398.4,Four-Door Car,Medsize,A,February,250-500,Low
4608,JA12995,Oregon,2325.259483,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,6.0,75,0.0,1,Personal Auto,Personal L3,Offer3,Agent,302.4,Four-Door Car,Medsize,A,February,250-500,Low
4609,BQ20851,California,8295.977271,No,Basic,Master,2/23/11,Employed,M,73556,Urban,Divorced,104,31.0,4,0.0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize,A,February,250-500,High
